file,selected,label
fer0000622.png,-0.6505027 1.8049333 -0.42959774 -0.19349706 1.8334074 0.593681 0.81711084,anger
fer0000663.png,0.766385 1.4257708 -1.1302652 -2.2388692 0.23168516 2.258356 0.29801035,anger
fer0000669.png,1.4254097 -0.30576944 1.7430749 2.10502 -0.33776593 0.5502136 -0.4252653,anger
fer0000675.png,-1.2176855 2.3515198 1.8471785 0.19864243 0.09728658 -0.27777207 0.396415,anger
fer0000698.png,0.6920397 0.047718048 1.0038823 -0.30264518 0.02734983 0.84602785 -1.5399878,anger
fer0000702.png,-0.5493765 -1.9007874 0.6372541 -1.5541005 0.37958127 0.68858886 0.27598333,anger
fer0000712.png,-2.5593805 0.7753358 -0.72548175 0.36442786 -0.59072125 0.4780817 -1.1692741,anger
fer0000714.png,0.7714751 0.54100597 1.259674 -1.8135637 -0.39302003 -0.12838423 -0.0750978,anger
fer0000754.png,-1.6388917 0.025732964 2.6165502 -1.6351182 0.021053106 0.6323452 0.5959422,anger
fer0000756.png,-0.63448703 1.2341521 1.9456387 -1.6008493 1.9444995 -2.896756 0.10048634,anger
fer0000797.png,-0.5511429 -0.35691112 1.7651323 -0.8887341 0.067150116 0.83881307 0.04372418,anger
fer0000814.png,0.7928588 1.084873 -1.1502671 1.8207946 0.23928064 0.5220313 0.48782015,anger
fer0000821.png,-0.51140404 -0.43507302 2.4884675 -2.4070168 -0.83150196 2.8216918 -0.20945296,anger
fer0000822.png,-0.9360391 -1.1547803 2.1179168 -1.7640446 -0.8986278 1.4111117 0.72635174,anger
fer0000824.png,-0.7111187 -0.56691575 1.6108488 -1.4925184 -1.1049315 0.40104103 -0.49680853,anger
fer0000833.png,-1.5056763 -0.35787755 1.499858 -0.8292613 0.8571639 -1.167428 0.6788829,anger
fer0000859.png,-0.56086075 -0.3424331 -0.3027469 -1.1067783 0.21982798 -0.4146875 -0.19359763,anger
fer0000881.png,-0.12970996 0.6267912 1.7076299 0.67029583 -1.6148107 1.2112782 1.0098822,anger
fer0000898.png,-1.1268713 1.9769366 -1.3238115 0.41352287 1.1729633 0.27965385 0.79989487,anger
fer0000905.png,-2.1260254 -0.47191292 1.527425 0.63504803 0.42573178 0.7145994 0.4240973,anger
fer0000907.png,-0.20781478 -0.81600726 1.7966236 0.45033085 2.0548298 1.1487008 0.22900108,anger
fer0000926.png,-1.5861304 -0.6419918 0.07818562 1.6606116 -0.8794488 0.49587834 -1.9480896,anger
fer0000930.png,1.3889004 0.9882805 1.7133033 -0.38541362 -0.19493723 -0.02619934 -0.14412683,anger
fer0000933.png,0.39825022 -0.45552242 1.6074352 -1.4800701 0.43981618 -0.4229263 -0.14592043,anger
fer0000937.png,-2.1583495 -1.863833 3.3687687 -1.2294993 0.99001026 -0.34559906 -1.0073743,anger
fer0000944.png,-1.1355381 -1.6728112 1.0533769 -0.66809326 1.7021787 1.0691397 0.20712745,anger
fer0000948.png,0.9763586 -1.2390103 0.29985154 1.6632066 0.6032429 0.36962867 0.25290632,anger
fer0000960.png,0.9434135 -1.3711042 0.7366189 -1.8738601 -0.4278909 0.93476796 -0.5092846,anger
fer0000961.png,-1.2246094 0.30102086 2.2197297 -1.7636884 0.38574433 -0.050930634 1.1272662,anger
fer0000963.png,-0.33516288 -1.5772063 1.5629907 -1.1635395 -0.340251 -0.21927214 0.520031,anger
fer0000970.png,-1.068157 -0.5994648 3.2476273 1.0198345 -1.3321713 2.1608028 -0.29781985,anger
fer0000972.png,-0.61570996 1.0921862 0.4019165 -1.3264729 0.43164885 0.2434758 -0.38365036,anger
fer0000983.png,-0.42706883 -1.0461046 2.441914 0.5151133 -0.17479841 1.0889642 -0.54166013,anger
fer0001013.png,-1.0329056 -1.9899914 1.979368 -1.690443 0.6471698 0.55721295 -0.4269098,anger
fer0001014.png,0.22108614 -0.40226305 1.3424723 -0.3397598 0.09178114 -0.44122607 0.99241006,anger
fer0001016.png,0.18673462 1.6540102 0.11240286 -1.2088314 -0.12911165 -0.31636983 0.5056289,anger
fer0001022.png,0.82425594 0.33463 1.5076225 0.09239322 1.0474098 0.624542 0.88566077,anger
fer0001034.png,-0.03474836 -1.6256795 3.0269053 0.24258071 -0.649659 0.72061455 -0.37754536,anger
fer0001049.png,0.99611866 -0.9684157 1.8272524 -1.0478152 0.566527 1.3414971 1.5327933,anger
fer0001059.png,-0.9412421 -1.7690274 2.5487862 1.0649083 -0.8650009 -1.3833084 0.17534864,anger
fer0001061.png,0.56225574 0.63994753 -0.19653827 -0.15733889 0.9887831 -0.65384614 0.22628021,anger
fer0001064.png,1.1762072 0.33648705 2.1876655 -1.4197502 -1.9896579 1.0120767 1.8150172,anger
fer0001069.png,-1.0381833 -1.5072753 2.0131364 -0.8571668 0.39938068 0.12838137 1.1085982,anger
fer0001100.png,0.06312254 0.55463064 1.7840747 -1.1524972 1.1939561 1.0544078 2.3808553,anger
fer0001104.png,0.010929823 1.2903028 -0.21470502 1.3453463 0.92606235 -0.7179364 0.0927763,anger
fer0001110.png,0.2646229 0.67555594 -0.0213838 -0.4250822 0.62246895 -0.46064568 0.05915928,anger
fer0001120.png,-0.3267889 0.9159733 1.9619367 -0.8410719 -1.5506854 -0.44832265 0.3830428,anger
fer0001122.png,-1.8661783 0.33574528 2.041367 -0.26696658 0.17230082 -0.99935126 0.7923261,anger
fer0001143.png,-0.20781478 -0.81600726 1.7966236 0.45033085 2.0548298 1.1487008 0.22900108,anger
fer0001156.png,-0.4742859 -0.05848086 -0.44432378 0.6588012 -1.0301569 -0.5558952 -1.5690658,anger
fer0001158.png,0.2976367 0.69869524 2.7273567 -2.9733212 0.73061466 -0.07954329 -1.0056231,anger
fer0001166.png,-0.92901754 -1.1596788 3.2800734 -0.7640243 -0.42657185 -0.016470075 -0.706815,anger
fer0001175.png,-0.21076578 -0.5668069 2.1475902 -1.407297 -0.04852365 1.7398996 0.27106762,anger
fer0001190.png,0.3186649 1.4886198 0.5859043 0.5044806 0.9828695 -0.2152158 -0.9022393,anger
fer0001198.png,0.0093250275 1.7446173 -0.46050692 0.52634335 0.82341874 -0.9590409 -0.28179944,anger
fer0001214.png,-0.5165143 1.2378833 1.9351376 -2.4275954 1.6295152 -0.2507056 -1.5883565,anger
fer0001223.png,1.6714342 1.6195078 1.7952065 -1.3261125 0.05269909 -0.16970563 0.9513451,anger
fer0001224.png,1.1152657 -0.025852263 -1.103641 3.2397275 -1.8232979 -0.4647591 -0.8886635,anger
fer0001233.png,-0.47061056 -1.6243682 2.1595533 0.52766085 0.46044648 0.071272224 -0.41838706,anger
fer0001250.png,0.0065159947 0.7280824 2.0544083 -1.2268139 1.034339 0.6904243 1.9746789,anger
fer0001253.png,1.298438 -0.49293828 0.095778465 -0.97127867 -0.23533756 0.26048845 1.3090496,anger
fer0001265.png,-0.58882225 -0.3811257 1.1591104 -0.286426 -1.3616679 0.15255523 0.77356285,anger
fer0001266.png,-1.0285907 1.1206187 0.07183719 1.1544557 -1.9255553 -0.1998043 0.7033737,anger
fer0001306.png,0.6207258 1.0324785 0.9973012 1.0470667 0.40972936 0.6283903 -0.40360928,anger
fer0001309.png,-0.55970794 -0.13725758 0.43199843 -1.3158028 -1.255103 -0.28225195 1.0423977,anger
fer0001336.png,0.5162952 0.17506397 1.1624335 -1.3855124 -0.5341071 0.46843004 -0.60733366,anger
fer0001338.png,0.07562448 0.4511453 1.6169345 0.7502112 -0.5247636 -0.53661263 -0.7672599,anger
fer0001341.png,1.3427013 -0.6875963 0.38051414 0.0070053935 -0.3396845 0.6682353 1.6117904,anger
fer0001370.png,0.7392467 1.1883149 3.3161929 -1.8495536 -0.044332802 -1.2188989 0.34143114,anger
fer0001372.png,-2.7171092 -3.3749857 3.4147286 -1.7441328 2.7957523 0.92771846 0.6901177,anger
fer0001375.png,0.1276282 1.7253971 0.1036911 -0.3394369 -0.5498803 -0.47264153 -0.3347484,anger
fer0001390.png,-1.4828485 -0.6491021 2.5208888 -2.448388 -0.40429914 0.2722392 0.25487828,anger
fer0001392.png,-0.57617795 -1.2454654 2.9891691 -0.80268854 -0.596483 0.62663716 0.5617473,anger
fer0001394.png,-0.8514345 -0.53899616 -0.5328641 0.2582812 -0.7244004 2.570601 -0.70884454,anger
fer0001395.png,0.3376118 -0.34407887 2.058955 -1.9602221 -0.043814123 1.0725898 0.039453983,anger
fer0001410.png,0.48399937 0.8907233 0.86750555 -1.1060764 1.008728 0.9759054 -0.57436764,anger
fer0001441.png,0.9536816 -1.5823145 2.2616353 -0.9392005 1.3739126 -1.231903 1.6658478,anger
fer0001448.png,-0.5505334 1.6753733 0.14969158 0.93009937 -2.0392146 0.026357591 0.14663297,anger
fer0001460.png,-1.6248655 -0.13705586 1.2527285 -1.5048273 1.1552594 0.4567212 -0.8683252,anger
fer0001466.png,-0.37245643 0.71423966 0.6249156 -0.55934334 -1.685319 -0.35283363 0.4876477,anger
fer0001475.png,-1.5911701 -0.358948 0.48597074 -0.70697343 1.547607 0.92907035 0.5980209,anger
fer0001478.png,-0.87806857 0.6032187 1.4590944 -1.3182261 1.2144018 -1.5739276 -0.046164155,anger
fer0001488.png,1.1814349 1.2673385 1.45017 -2.5588088 -1.0776818 0.7413368 3.3814318,anger
fer0001518.png,2.5580106 0.16178787 1.7369369 -1.2967494 0.23161197 -1.9975158 -1.260427,anger
fer0001549.png,-0.8984488 0.32211685 2.5921454 0.6659696 -3.0269628 -0.24708116 -1.3975639,anger
fer0001553.png,-0.7056192 0.52628165 -0.3233627 -0.30657375 -0.40401614 1.4402524 0.8444177,anger
fer0001562.png,-0.5646306 1.8861934 2.1864898 1.0697316 -0.014145374 0.099883676 -1.6175283,anger
fer0001573.png,1.1736783 -0.112814546 1.1306281 -0.49827856 1.2001207 -0.19647229 -0.3651101,anger
fer0001584.png,-0.30496967 0.10326573 -0.29969764 -0.723753 -1.3689513 0.21544814 -0.193165,anger
fer0001586.png,-1.0985887 0.60025984 0.7094085 -0.08404061 0.20737785 1.038573 -0.61147135,anger
fer0001593.png,-0.69900036 -0.128281 2.7946177 0.107127786 -2.0523534 -1.205391 -1.1478709,anger
fer0001599.png,0.40564853 -1.6414901 3.3897777 -1.9232086 -0.41446602 -0.6191227 1.0590414,anger
fer0001629.png,1.9106524 -0.9329757 1.0558347 -1.6077521 0.418546 -1.0658754 0.6060388,anger
fer0001637.png,0.90237063 0.92226565 2.6919937 -1.3366654 -1.0863503 -1.177907 -0.26501834,anger
fer0001658.png,-1.7522895 0.49727356 2.8013725 -0.91269183 -0.0104061365 -0.73745584 0.56530803,anger
fer0001672.png,0.6710282 2.082151 0.5656661 -1.2100409 -1.0416011 -0.23212934 0.7905328,anger
fer0001709.png,-0.18731827 -1.3091644 1.8949213 -0.35020354 -0.09327775 -0.22218978 0.65132403,anger
fer0001715.png,0.8891778 -1.4453998 3.0445354 -1.6798021 -0.32832778 0.38389874 1.0994259,anger
fer0001724.png,0.30727556 -0.3865949 0.94945955 0.18700123 -0.4644885 0.8750272 0.27407408,anger
fer0001725.png,1.7666731 -0.9429122 1.2253371 -1.2056612 0.028380156 0.52357984 1.0110558,anger
fer0001729.png,-1.2305365 0.28440905 2.5806139 -0.2013886 -1.151338 0.3844118 -2.4054852,anger
fer0001734.png,-0.5996119 0.42555964 0.8564693 1.1133597 -0.53090703 0.88342613 -0.85929394,anger
fer0001741.png,-1.2900379 -0.7910869 1.6143131 -0.50060976 -1.5069196 -0.74445724 -1.0031441,anger
fer0001788.png,-2.1413188 -0.43744704 2.4975786 -0.23524007 -0.18319267 -0.2125994 0.5583581,anger
fer0001793.png,0.07734901 -0.64810264 3.7507925 -0.89069843 0.07073319 1.047436 -0.7061686,anger
fer0001800.png,-0.3344698 -0.44422203 0.36583543 0.7012632 0.097200215 -0.099737525 0.24577796,anger
fer0001804.png,0.30755895 -0.3550378 1.0579998 -0.20420527 -0.18956983 1.0504048 0.8130063,anger
fer0001839.png,-1.192037 0.97534096 1.4614127 1.4137317 -0.24638832 0.39704943 1.549843,anger
fer0001847.png,2.0445826 -0.873145 2.0572999 0.9164343 -0.70726633 1.149646 -0.91490674,anger
fer0001854.png,-1.6668643 0.64699465 1.2298994 -0.62188023 -1.1693352 1.6529862 -1.6157266,anger
fer0001887.png,-0.2374739 -0.88321036 0.7434766 -2.204906 -0.76124984 0.8735237 -1.1943343,anger
fer0001901.png,0.2721343 -0.96006894 1.3599304 -0.55663395 1.3994735 0.4353454 -0.5532828,anger
fer0001906.png,-1.359974 -1.9325727 1.0805895 -0.39460838 -0.6961968 1.1418012 0.19745111,anger
fer0001908.png,-1.7915404 -0.8261221 0.3338523 -0.9870882 -2.0085142 -0.03155917 0.5639081,anger
fer0001922.png,-0.2523718 1.0065866 2.627403 -2.3318324 0.3108182 0.12162197 0.039027143,anger
fer0001964.png,0.5566025 0.6462363 1.603528 -1.0293672 -0.16705728 1.3611429 -1.5119538,anger
fer0001981.png,-0.6154677 0.79273504 0.7434213 0.7668926 -0.7172828 0.18276238 0.22632629,anger
fer0001992.png,0.9025005 -0.97800356 0.5526817 0.7978995 1.2119067 -0.91158646 -0.043450117,anger
fer0001994.png,0.8706292 -0.7714406 1.6201857 -1.1966166 0.5373476 -0.13366297 1.9054066,anger
fer0002053.png,-1.1157186 -0.46973586 2.0653055 -0.6539911 -2.1026297 -0.39467955 2.4495833,anger
fer0002054.png,1.0450402 1.7801918 2.4311514 0.92727286 -0.5756663 -0.567365 -0.98020434,anger
fer0002067.png,-1.4926866 1.3002303 2.231514 -1.6632605 -0.2737258 0.032521963 0.69755465,anger
fer0002076.png,1.1619201 -1.2605968 0.19577157 0.038452387 -2.913137 0.38327807 -0.39974666,anger
fer0002082.png,-0.5146104 0.4083932 2.34834 -0.9756322 0.30772 0.30293834 -1.7572008,anger
fer0002097.png,-1.9292407 -1.8242238 2.4331949 -0.48241615 -2.7268295 2.07304 0.806167,anger
fer0002100.png,1.3671232 1.3138694 0.8055043 -1.4356141 -0.1133486 1.0944712 0.015226483,anger
fer0002105.png,-0.8658056 1.4172282 1.0283055 1.2120998 -0.0042967796 -0.26726055 -0.31345862,anger
fer0002114.png,-0.35481465 0.109601855 -0.22691251 0.10523033 1.7053721 0.040516138 -0.102254465,anger
fer0002123.png,0.7230294 -2.0116491 2.1270435 -1.3541651 0.9107788 -0.6201315 -0.8628912,anger
fer0002145.png,-0.0050865114 2.3206067 1.478237 0.76099205 -1.0087612 -0.055378973 0.31801772,anger
fer0002148.png,-1.6062081 0.49003357 1.3645757 0.8361413 -0.46234977 0.39557746 -0.847837,anger
fer0002151.png,-0.4534166 -1.8129288 1.0206537 0.57106733 0.15138245 0.4436428 -0.81569123,anger
fer0002162.png,-1.7877902 2.304066 0.18550062 -1.2659653 1.0234056 -0.047852054 0.631109,anger
fer0002181.png,-1.0606625 1.2157803 1.096957 -2.4635048 -1.0587156 0.05959809 0.211213,anger
fer0002189.png,-0.80166197 1.1716627 0.86109453 -2.0020921 -0.5578612 0.14451274 1.425854,anger
fer0002216.png,0.34073776 -0.9567216 1.0047858 -0.43604338 2.4192023 -1.0828533 -0.63831663,anger
fer0002225.png,-0.493873 -0.58568746 0.7268014 1.6897346 0.9956561 1.4809449 -0.0969256,anger
fer0002229.png,1.1019974 -2.5319684 0.30500826 -2.3821125 0.2353127 -0.12361944 -0.55735123,anger
fer0002243.png,0.48652995 -0.13946581 -0.124801636 -2.057912 -0.2493887 1.6989357 1.5700151,anger
fer0002245.png,-0.055797696 0.35767552 2.555318 0.40608862 -0.351844 -0.30104715 -1.5243256,anger
fer0002256.png,-1.0459838 0.35744926 0.51240623 -0.5282175 0.27794647 1.684077 1.2740567,anger
fer0002261.png,0.7131939 -0.24225956 0.61648506 -1.7185922 0.7913343 -0.13549984 0.40061313,anger
fer0002271.png,-0.099524796 0.37039453 0.99721456 1.6231079 -0.010523498 -0.34594792 1.2927947,anger
fer0002285.png,0.058634043 0.4139898 -0.14250395 0.42630267 -0.94503903 -0.83473235 -0.8502871,anger
fer0002286.png,-1.2452719 0.2275855 1.6769531 -0.3393352 1.2581444 -0.71988004 0.025884777,anger
fer0002297.png,-2.3679857 1.5839648 1.1042384 -2.1985724 0.003571272 0.87875223 1.7422953,anger
fer0002310.png,-0.24349082 -1.1255608 2.7329564 -0.11079407 0.26318577 0.9360548 1.0093714,anger
fer0002311.png,0.8060183 -0.92575824 2.334077 -1.1138483 1.2269056 0.14894414 0.9126798,anger
fer0002315.png,0.2953192 1.4273906 1.897996 -0.887167 0.3170569 -0.5561366 0.62684774,anger
fer0002325.png,0.33729738 0.59815466 2.413664 0.87681407 0.7788784 1.092844 0.66104937,anger
fer0002328.png,1.8033469 -0.46370852 3.714096 -3.2605648 -0.6921811 -1.9422145 0.20220323,anger
fer0002350.png,0.4731416 1.0872781 1.4505732 -2.4086795 2.0557756 -1.0772624 0.27457023,anger
fer0002353.png,0.911837 -0.721383 1.9002999 0.31754357 -1.3933246 -1.3699322 0.3043127,anger
fer0002387.png,0.92876077 -0.54755926 1.2533034 0.48256183 -0.6885424 -0.12114024 0.43788442,anger
fer0002390.png,0.04929298 0.19461 2.1386614 0.034940273 0.26762474 -1.9375403 0.60692835,anger
fer0002392.png,0.60615027 0.94409776 -2.9046006 1.5820564 -1.0581357 -0.2433427 0.9308033,anger
fer0002394.png,1.686194 -0.43015194 2.4415493 -0.78156596 0.5369836 0.8794067 2.667635,anger
fer0002395.png,-0.29233375 0.5764791 3.8320167 -0.38108742 0.009945869 0.45166624 0.91285133,anger
fer0002421.png,1.0656154 -0.5351913 1.989862 2.1064289 0.747768 -0.5830146 0.5698024,anger
fer0002451.png,-0.0044622123 -0.27880716 -0.17827691 -1.4315226 -1.511832 -0.07189989 -0.8016129,anger
fer0002482.png,1.7370771 0.56635714 1.3983315 -1.0131603 0.78342116 0.5927019 -0.016254425,anger
fer0002483.png,1.1723987 -2.1878467 1.2007023 -0.41111183 0.5684648 -0.53530836 -1.6206186,anger
fer0002499.png,-0.070902765 -0.10242498 0.26908308 -0.9150617 0.5263026 0.84606785 0.3066679,anger
fer0002507.png,-0.65967965 -1.3111411 1.6497648 -1.1558479 -1.0454077 0.63872135 0.614108,anger
fer0002513.png,-0.038802385 0.08210398 1.3069872 -0.273167 -0.7270768 0.022926927 0.29162967,anger
fer0002541.png,1.2901243 -1.5932436 2.0428715 0.13476011 0.43057334 -1.475906 -1.8246545,anger
fer0002553.png,0.78897065 -1.8113043 1.4519525 -0.6817156 1.0948865 0.04638338 -0.14634848,anger
fer0002554.png,0.6477723 -1.5908155 1.4040409 -0.88483495 1.0952202 1.0617044 -0.60172707,anger
fer0002563.png,-1.4356878 -1.5544361 3.8386817 -0.3211608 0.10456663 -0.39076847 -1.27838,anger
fer0002567.png,-0.27732682 1.1714163 0.21902364 -1.7949089 1.073761 1.1764274 0.9041555,anger
fer0002583.png,-1.2042395 2.7317853 -0.5324429 -1.3220489 0.41800368 1.6762875 -1.0845838,anger
fer0002590.png,0.23585767 0.033763647 0.52621174 0.58603406 1.830826 0.011297822 0.54659283,anger
fer0002610.png,-1.719378 -1.925507 1.2777894 -1.115082 1.1604798 -1.0941908 -0.22566913,anger
fer0002619.png,0.7174958 0.6524153 1.7046165 1.9381859 -1.3567663 0.3303945 -0.05300367,anger
fer0002650.png,-1.1677952 -0.42334384 1.1268772 -0.5185132 -0.15920246 0.77180743 -3.013458,anger
fer0002664.png,1.2978696 -1.2802348 1.1510484 0.62824917 -1.39483 0.5488403 0.47094703,anger
fer0002668.png,1.1484854 0.67553174 0.053558677 -1.9050457 0.58579195 -1.1765205 -0.6016576,anger
fer0002671.png,-1.2760044 0.54804116 0.13452959 0.4324316 -0.5058563 -0.11382437 -0.634562,anger
fer0002691.png,-1.2913686 0.6738713 2.4888175 -2.181866 -0.8689113 0.12917423 -0.6609793,anger
fer0002700.png,1.4829993 -1.2229854 1.730092 0.04858601 -1.0008175 0.19115746 -1.0364745,anger
fer0002708.png,-0.27912498 -0.3388496 1.0888934 -0.23046744 0.3136721 -0.6288093 1.3447692,anger
fer0002731.png,-2.0854692 -3.7369642 1.8449438 0.9545442 0.6985526 0.404624 0.323781,anger
fer0002745.png,-1.0574125 1.2686622 1.8335538 -1.7730676 0.41849828 0.62937444 -0.530247,anger
fer0002758.png,0.5093086 1.0045416 2.327882 -1.6803954 -0.58029115 -0.48877788 -1.0866225,anger
fer0002766.png,-1.0206729 -0.3055182 2.04074 -2.1107042 0.7719001 -0.609146 0.77354836,anger
fer0002787.png,0.37053397 -0.9959825 3.0440056 -1.6099789 0.86346674 0.8670603 0.91641176,anger
fer0002795.png,0.69100773 -0.28255463 4.844714 -1.2981027 1.0840707 -0.0305233 0.5600343,anger
fer0002809.png,-1.4184587 -1.7187346 0.3577295 -2.4021788 1.0544727 -0.4816091 -0.92941874,anger
fer0002825.png,-1.3355985 -0.9827905 2.2981458 0.86857194 -0.7865164 -0.89446807 0.25595707,anger
fer0002838.png,-0.37087193 -0.14246005 1.3769591 -0.58249116 1.8120642 -0.1894424 1.0250423,anger
fer0002839.png,0.5201097 1.2968884 0.90121627 -2.1371205 -1.1177218 -1.0139055 0.43901956,anger
fer0002842.png,-0.6724563 -1.3143921 3.8270535 -1.8268739 -0.8287447 -0.5931193 1.7708911,anger
fer0002876.png,-0.37777352 2.4445767 0.2504053 -0.6978141 -1.1477026 0.34882587 1.2498146,anger
fer0002879.png,-0.834372 -0.2289576 2.1843083 -1.3596272 0.9582613 0.4236884 0.6590843,anger
fer0002892.png,-0.4401307 1.6028801 0.82364357 -0.42597222 -0.246257 -1.2714952 0.40915728,anger
fer0002901.png,0.24327323 0.23589802 1.0777819 -2.5328727 -0.263108 -0.8185986 0.16089058,anger
fer0002914.png,-0.25818825 0.9476579 2.2301419 -2.5194507 0.06547463 -0.438954 -1.300741,anger
fer0002920.png,-0.19376951 1.6932133 1.8594884 0.28429744 0.6392337 1.5757723 -0.9756675,anger
fer0002944.png,-1.1020957 -1.0744034 0.5395813 0.010884404 -1.8096526 -0.4931286 -0.7937342,anger
